Gene_ID	NC_8ss_rep1	NC_8ss_rep2	NC_8ss_rep3	NC_8ss_rep4	NC_5ss_rep1	NC_5ss_rep2	NC_5ss_rep3	NC_5ss_rep4	Neg_rep1	Neg_rep2	Neg_rep3
ENSGALG00000009612	1545	1943	643	1266	1685	1800	1735	1100	3955	3507	2829
ENSGALG00000009615	3333	3303	5299	4947	4509	3879	3462	4500	2517	3154	3462
ENSGALG00000049619	6	15	2	12	4	3	34	17	8	4	2
ENSGALG00000047660	6	4	0	3	16	0	5	0	0	0	2
ENSGALG00000052440	37	58	5	25	27	2	15	3	5	9	14
ENSGALG00000009616	436	386	262	370	755	647	467	505	365	315	320
ENSGALG00000009627	809	846	634	1417	1091	810	1735	1132	688	1124	1246
ENSGALG00000048611	41	120	47	78	54	3	124	60	13	27	20
ENSGALG00000052518	17	42	7	14	30	0	55	4	0	18	3
ENSGALG00000009645	553	544	231	515	427	422	535	402	429	461	382
ENSGALG00000041996	113	152	275	253	396	501	600	690	204	553	599
ENSGALG00000009652	119	36	49	26	203	79	317	83	52	226	124
ENSGALG00000009678	188	155	280	159	259	211	421	292	534	2845	1684
ENSGALG00000051298	0	1	2	0	0	0	0	1	3	1	1
ENSGALG00000009687	307	361	495	582	309	481	748	798	569	917	682
ENSGALG00000009690	4440	4462	3922	5975	8270	4774	7726	6604	6115	10204	9470
ENSGALG00000009784	463	529	174	619	535	428	712	565	353	469	486
ENSGALG00000009788	462	472	988	777	776	534	878	1235	798	1545	1475
ENSGALG00000049543	8	10	3	23	1	1	26	14	29	12	22
ENSGALG00000050323	0	0	0	0	0	0	0	0	0	0	13
ENSGALG00000054279	0	0	0	0	0	1	0	0	7	3	1
ENSGALG00000009791	68	58	0	40	15	7	46	4	7	40	26
ENSGALG00000051513	0	3	0	0	0	0	0	0	0	1	0
ENSGALG00000052410	12	14	0	0	1	0	10	0	1	5	4
ENSGALG00000047938	2	0	0	0	1	0	0	0	0	0	0
ENSGALG00000052926	0	0	0	0	0	0	3	0	0	0	1
ENSGALG00000009796	540	542	525	960	634	552	783	927	345	569	727
ENSGALG00000009802	454	539	863	653	663	398	688	701	457	1148	640
ENSGALG00000020067	96	127	73	72	163	98	146	114	103	151	69
ENSGALG00000009807	137	102	37	66	61	61	77	52	27	64	38
ENSGALG00000009811	155	80	149	179	47	60	161	157	69	321	141
ENSGALG00000009814	108	82	167	149	101	97	135	159	94	139	192
ENSGALG00000052425	36	45	64	34	11	0	8	82	45	163	82
ENSGALG00000049422	56	154	314	289	252	434	439	442	1457	2219	5485
ENSGALG00000025222	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009822	438	276	757	648	471	337	399	523	446	751	569
ENSGALG00000009821	1054	1070	2201	1896	1235	1020	1137	1571	1598	3607	2538
ENSGALG00000009828	1458	1457	2607	2277	1621	1382	2487	2410	2176	7588	5877
ENSGALG00000009837	1465	2401	979	1170	3461	3144	2577	1934	1232	630	688
ENSGALG00000009843	1150	1441	1781	1958	1795	1632	1836	1837	1080	1706	1612
ENSGALG00000009848	702	607	595	814	683	271	782	767	317	723	716
ENSGALG00000032298	25	21	1	12	10	6	7	7	0	14	3
ENSGALG00000053539	472	401	564	757	559	683	750	481	594	453	437
ENSGALG00000054330	284	269	247	255	325	368	408	291	454	422	345
ENSGALG00000009854	571	592	1111	1034	919	1113	1001	1592	752	1332	1143
ENSGALG00000052015	0	1	0	0	0	0	1	0	0	0	1
ENSGALG00000009858	108	117	155	125	76	89	130	145	58	172	194
ENSGALG00000026837	1	1	0	0	1	5	0	4	0	0	0
ENSGALG00000050661	0	0	2	11	12	2	7	0	0	6	4
ENSGALG00000009861	56	48	10	34	34	50	73	40	23	13	40
ENSGALG00000042313	7	19	2	0	10	27	34	21	5	8	11
ENSGALG00000045060	706	779	1355	1333	1101	831	1349	1692	815	2040	1602
ENSGALG00000009864	34	68	11	126	108	37	143	193	53	153	172
ENSGALG00000009871	1202	871	580	682	939	1296	1190	931	1033	599	610
ENSGALG00000009877	18	10	10	3	11	1	17	23	33	9	8
ENSGALG00000009881	17	39	72	56	29	4	117	79	26	40	51
ENSGALG00000047104	0	1	0	1	0	0	0	0	2	0	0
ENSGALG00000026359	43	55	102	110	83	61	156	114	105	188	148
ENSGALG00000009884	161	194	116	221	253	158	240	83	22	58	104
ENSGALG00000009887	1219	1137	1157	1796	1370	1128	1521	1463	1136	1289	1239
ENSGALG00000009890	2603	2670	3845	3189	3373	2632	3114	3620	2730	4512	3464
ENSGALG00000025513	6	1	8	10	4	7	12	7	5	3	6
ENSGALG00000009896	100	194	117	118	260	304	169	136	188	144	144
ENSGALG00000009906	1744	2404	1186	1931	2868	1960	2347	1780	1638	1488	1393
ENSGALG00000009909	20	26	1	20	7	15	7	14	22	46	33
ENSGALG00000048103	6	7	16	27	17	5	30	16	4	74	31
ENSGALG00000009911	396	581	136	398	434	514	385	315	268	188	248
ENSGALG00000052482	0	4	0	0	0	4	0	0	0	5	2
ENSGALG00000051006	26	6	10	9	16	9	15	25	18	31	11
ENSGALG00000042511	346	327	439	416	755	516	1395	834	302	890	932
ENSGALG00000052256	40	65	40	42	99	0	94	143	27	103	31
ENSGALG00000054477	41	60	35	37	144	100	233	166	41	89	205
ENSGALG00000054687	0	1	0	0	0	0	0	0	0	2	0
ENSGALG00000046752	0	0	0	0	0	0	2	2	0	0	4
ENSGALG00000053728	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009915	1156	1641	705	1047	1873	1101	1649	1157	783	664	910
ENSGALG00000046883	8	11	7	27	3	1	31	0	3	16	16
ENSGALG00000047643	2	14	0	0	5	0	2	0	0	0	2
ENSGALG00000053732	0	1	0	0	0	0	0	0	0	0	2
ENSGALG00000037996	2997	3211	6937	6598	4043	2575	5770	6895	3226	3942	5736
ENSGALG00000009919	5	6	14	15	2	6	13	5	2	1	18
ENSGALG00000009925	1230	1944	2371	2795	2285	1591	2798	3282	2000	3044	4118
ENSGALG00000050185	7	24	16	5	13	0	21	0	13	12	10
ENSGALG00000009926	15	0	16	0	2	0	5	3	0	5	5
ENSGALG00000052550	25	4	0	0	0	0	0	0	0	0	0
ENSGALG00000050665	41	23	1	6	1	3	41	0	5	29	9
ENSGALG00000053122	10	9	7	9	8	4	9	10	12	17	12
ENSGALG00000048844	0	0	0	2	0	0	0	0	0	3	0
ENSGALG00000051350	65	46	58	49	47	31	16	57	3	5	15
ENSGALG00000049553	4	9	0	16	3	19	4	0	0	0	0
ENSGALG00000053693	6	29	0	5	2	0	0	0	11	16	9
ENSGALG00000051803	10	10	0	0	0	20	0	1	12	8	2
ENSGALG00000054263	2	7	8	26	0	0	30	25	36	34	98
ENSGALG00000048551	1	0	0	0	0	0	0	0	0	0	0
ENSGALG00000042293	3	28	41	5	3	26	17	12	0	11	19
ENSGALG00000053389	0	0	1	0	0	0	1	2	0	0	0
ENSGALG00000050938	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000033129	81	68	149	118	73	65	101	63	54	224	210
ENSGALG00000009932	1167	1684	434	706	933	698	760	637	705	483	493
ENSGALG00000009947	81	165	52	171	76	57	110	118	56	91	57
ENSGALG00000009954	839	915	985	1310	1400	1070	979	1128	688	486	535
ENSGALG00000009955	254	263	85	350	133	71	161	124	43	74	60
ENSGALG00000009958	71	137	44	131	112	19	125	35	42	96	60
ENSGALG00000009967	4310	4319	5059	7004	4544	3362	5449	5568	2637	4241	4101
ENSGALG00000048414	17	8	3	19	3	1	6	8	2	3	3
ENSGALG00000030691	1784	1847	1689	2259	2328	2190	2316	2365	1579	1895	2109
ENSGALG00000009973	268	312	274	376	228	181	378	146	161	247	315
ENSGALG00000009981	571	770	287	869	754	607	813	606	357	383	406
ENSGALG00000035800	1883	1985	2169	3222	3165	2642	3469	3117	2208	1865	3171
ENSGALG00000048468	92	136	39	228	132	83	196	76	42	74	70
ENSGALG00000054774	0	2	0	5	9	0	15	3	0	0	1
ENSGALG00000053769	103	110	184	248	180	240	131	129	146	124	137
ENSGALG00000041015	2	5	9	10	0	11	11	1	3	4	31
ENSGALG00000028950	0	0	6	7	0	0	6	2	0	4	3
ENSGALG00000027749	15	15	1	14	19	11	18	5	5	10	9
ENSGALG00000032259	87	97	186	205	180	92	355	173	116	377	291
ENSGALG00000023303	1	4	1	0	7	0	0	3	9	3	12
ENSGALG00000036780	25	14	2	49	24	31	8	0	5	15	3
ENSGALG00000054284	8	34	2	49	7	0	5	6	17	2	2
ENSGALG00000051818	7	37	20	28	31	0	64	1	22	22	59
ENSGALG00000046963	102	96	33	228	93	35	159	4	49	49	50
ENSGALG00000009990	1300	1169	1116	1197	1689	958	1384	1392	730	961	1087
ENSGALG00000010000	123	192	47	109	89	26	108	60	40	60	77
ENSGALG00000047946	10	12	5	11	14	8	18	10	9	17	13
ENSGALG00000010005	57	95	56	131	149	256	364	114	114	209	194
ENSGALG00000010010	382	288	441	336	370	183	280	341	58	137	42
ENSGALG00000020057	329	297	510	350	426	391	490	371	183	212	318
ENSGALG00000010014	1443	1767	2189	2985	1946	1865	2050	2886	1752	1594	1893
ENSGALG00000010016	350	245	342	469	254	135	434	534	164	515	453
ENSGALG00000049568	27	15	36	19	16	21	16	20	9	29	38
ENSGALG00000010017	1140	899	2886	2260	1305	725	1766	1684	614	2549	1701
ENSGALG00000010020	266	240	147	292	233	180	231	183	72	126	225
ENSGALG00000051364	5	24	14	3	25	0	5	11	3	26	6
ENSGALG00000010023	48061	50899	83740	74595	71419	59594	55201	77403	60556	33226	55251
ENSGALG00000010026	2400	2762	3720	4374	3871	3296	4082	4481	3280	4368	5649
ENSGALG00000029862	0	4	0	11	17	64	63	16	73	67	102
ENSGALG00000010032	0	2	1	0	1	0	8	0	1	4	2
ENSGALG00000026739	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000010036	0	8	1	2	14	0	14	0	1	18	10
ENSGALG00000010039	1867	2450	2801	3386	3547	2911	2716	2939	2581	2420	2223
ENSGALG00000010043	123	144	187	176	141	217	144	290	187	97	231
ENSGALG00000048200	2646	2503	3073	2417	3377	2509	2589	2609	2494	3701	2542
ENSGALG00000050916	0	7	27	0	12	0	4	0	0	6	11
ENSGALG00000050016	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000042797	299	554	735	722	377	501	1232	1394	371	2311	1849
ENSGALG00000010047	363	479	443	608	559	398	531	933	161	808	805
ENSGALG00000010048	320	384	135	154	413	323	217	305	239	185	247
ENSGALG00000053922	9	16	6	2	20	2	21	0	1	4	1
ENSGALG00000054741	0	9	0	1	0	1	5	0	2	0	0
ENSGALG00000053079	1	1	1	0	1	14	0	0	7	0	16
ENSGALG00000051091	0	0	0	0	0	0	0	1	0	0	2
ENSGALG00000049425	7	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052339	0	0	0	0	0	0	0	0	0	0	4
ENSGALG00000054135	15	1	0	0	1	8	0	0	0	0	7
ENSGALG00000010050	26	3	1	3	36	30	4	25	36	34	2
ENSGALG00000051959	0	0	0	4	0	6	0	4	1	1	0
ENSGALG00000050429	9	3	3	16	8	5	22	10	1	13	12
ENSGALG00000010051	125	93	38	68	65	42	98	127	39	55	29
ENSGALG00000010055	576	731	320	472	679	242	381	403	290	448	383
ENSGALG00000010057	1	6	0	22	18	11	12	0	1	1	4
ENSGALG00000020049	1	0	0	1	0	11	0	0	0	0	0
ENSGALG00000010068	10	15	19	0	7	0	24	49	2	28	18
ENSGALG00000052961	21	13	21	7	41	10	17	10	2	5	3
ENSGALG00000034077	717	558	193	403	961	514	831	512	135	283	139
ENSGALG00000039256	7	35	9	11	18	0	6	15	2	12	8
ENSGALG00000054736	12	10	0	16	3	0	12	26	0	8	10
ENSGALG00000028573	40	24	111	36	45	25	49	95	31	227	88
ENSGALG00000010078	249	278	239	414	903	750	899	803	213	244	243
ENSGALG00000010116	24	44	13	19	19	80	58	28	10	20	10
ENSGALG00000010127	5419	5111	9106	8712	7232	4877	7585	7825	5268	7911	7764
ENSGALG00000010131	3301	3277	1181	2351	3654	2608	2254	2291	1905	1003	1372
ENSGALG00000047908	2012	2292	3467	3567	3338	1293	3765	3256	1649	4566	4401
ENSGALG00000026515	0	2	0	0	0	0	5	0	0	0	0
ENSGALG00000010145	96	86	25	158	116	46	153	149	114	154	99
ENSGALG00000044447	0	0	1	0	0	0	0	0	0	0	0
ENSGALG00000010151	809	1089	2795	2546	1338	1184	2121	2391	1056	1762	2059
ENSGALG00000010149	475	330	184	237	657	535	538	281	352	94	177
ENSGALG00000023256	185	254	262	293	421	160	477	481	112	219	216
ENSGALG00000035337	165	211	530	591	291	357	666	336	209	773	513
ENSGALG00000010165	31	63	30	56	38	115	122	81	14	32	34
ENSGALG00000010169	1	10	9	5	37	5	29	3	3	11	11
ENSGALG00000044525	0	0	11	0	2	0	0	0	12	1	1
ENSGALG00000010174	1134	936	638	419	1345	1086	648	421	735	599	632
ENSGALG00000047531	0	1	0	3	2	0	0	0	0	4	0
ENSGALG00000010175	23173	35369	34782	36281	45128	46043	41670	48923	34536	55587	51874
ENSGALG00000010182	270	204	624	564	204	151	1038	1088	89	236	543
ENSGALG00000030587	52	42	57	25	46	52	68	45	49	62	51
ENSGALG00000010186	169	178	217	270	238	333	520	389	313	633	623
ENSGALG00000010282	266	376	403	401	464	452	866	490	315	603	410
ENSGALG00000027285	0	0	0	0	0	0	2	0	1	0	0
ENSGALG00000010285	3826	3910	8740	6998	4451	3578	5328	6343	3688	4826	4368
ENSGALG00000029830	1	0	2	3	0	0	0	0	0	1	0
ENSGALG00000010288	22	47	47	57	14	22	43	7	7	66	2
ENSGALG00000048851	2	1	0	0	3	1	0	1	2	0	2
ENSGALG00000054367	0	9	0	0	0	0	0	0	0	0	0
ENSGALG00000010290	102	57	51	57	75	49	122	45	83	303	121
ENSGALG00000010296	2872	3490	5243	4315	4330	3524	3321	4447	4260	5184	5479
ENSGALG00000010299	35	20	67	51	15	53	80	79	166	215	166
ENSGALG00000010303	79	53	84	93	30	37	34	39	108	82	104
ENSGALG00000027871	465	459	878	1121	527	441	841	1054	449	1652	1405
ENSGALG00000010315	49	81	48	23	62	60	43	32	58	61	28
ENSGALG00000010317	293	260	887	574	456	432	716	801	260	1755	1307
ENSGALG00000010341	4781	6048	6351	8293	7691	10006	11524	9515	6344	8983	7579
ENSGALG00000010349	1055	1298	2639	2029	1227	1636	1728	1762	1106	2159	1767
ENSGALG00000041037	273	307	971	742	366	264	815	902	396	2326	1426
ENSGALG00000043831	35	26	142	69	104	85	206	106	30	326	219
ENSGALG00000010385	174	263	77	142	243	154	191	168	101	170	153
ENSGALG00000050471	15	26	68	24	59	30	31	21	32	44	62
ENSGALG00000010386	12	3	3	10	11	17	2	5	27	10	2
ENSGALG00000047352	189	322	179	169	659	745	262	337	390	272	243
ENSGALG00000034040	1726	1724	1956	2354	2511	1586	2820	2774	1534	2940	2779
ENSGALG00000010428	1138	971	1307	944	1134	717	1231	1078	612	1419	1209
ENSGALG00000010435	428	381	349	348	631	172	264	818	2262	1662	1396
ENSGALG00000010448	1259	1551	1151	2405	985	952	1208	996	1258	2034	1728
ENSGALG00000049657	62	50	9	77	93	68	31	30	35	66	37
ENSGALG00000052126	13	5	9	0	0	1	1	2	5	4	3
ENSGALG00000010538	1486	1521	2184	2274	1552	1223	1695	1592	810	1752	1388
ENSGALG00000021802	0	0	0	1	0	0	1	3	1	0	0
ENSGALG00000010541	6908	8045	3752	7784	7180	4569	8182	5729	3156	4164	4503
ENSGALG00000054532	13	21	7	8	32	52	19	20	26	12	18
ENSGALG00000010547	499	544	1038	879	663	501	1057	1123	663	1539	1455
ENSGALG00000037894	0	14	22	30	0	2	8	14	2	0	0
ENSGALG00000010551	331	357	188	526	520	372	479	815	703	744	899
ENSGALG00000010554	11	16	1	9	0	28	37	32	5	25	49
ENSGALG00000025822	170	172	521	273	152	231	285	150	264	677	702
ENSGALG00000047977	18	19	46	40	45	21	62	28	19	84	64
ENSGALG00000010560	152	224	225	202	326	250	349	282	329	343	298
ENSGALG00000010561	1985	2167	2255	2143	2793	2756	1975	2756	1885	2414	1798
ENSGALG00000010571	964	1157	710	1344	1205	1568	1353	895	1066	989	1293
ENSGALG00000010580	590	729	500	857	862	598	1238	1016	507	1040	904
ENSGALG00000010583	10	57	22	22	18	37	26	19	19	28	43
ENSGALG00000047357	170	125	71	182	63	180	176	136	59	162	130
ENSGALG00000010594	864	904	1665	1381	1233	708	1470	1231	556	2026	1485
ENSGALG00000032640	42	69	73	216	70	89	93	103	108	250	279
ENSGALG00000035137	0	0	0	0	0	0	0	3	0	2	0
ENSGALG00000052857	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050895	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000050764	1	0	0	0	0	0	1	0	2	4	0
ENSGALG00000049188	1	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050560	0	0	0	0	0	1	0	0	0	2	3
ENSGALG00000050584	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000053193	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000051081	0	0	0	0	1	0	0	0	4	0	0
ENSGALG00000047110	0	4	0	0	10	0	2	5	0	3	0
ENSGALG00000034684	0	6	15	0	2	2	19	19	0	0	11
ENSGALG00000047712	3	4	0	7	1	3	6	0	7	2	2
ENSGALG00000049688	0	3	0	0	3	0	4	0	0	5	1
ENSGALG00000049606	0	5	0	27	12	7	1	1	0	0	3
ENSGALG00000053553	28	44	30	47	22	11	19	14	2	13	13
ENSGALG00000046375	666	578	95	578	501	502	293	249	275	115	88
ENSGALG00000052063	58	59	137	109	131	57	113	108	69	166	123
ENSGALG00000040335	2299	2974	2218	2524	3504	2773	2708	2458	1702	1682	1136
ENSGALG00000010609	223	238	577	474	200	178	269	367	106	566	468
ENSGALG00000010612	3255	3135	1941	3300	3566	4503	2971	2919	4693	2501	2950
ENSGALG00000032440	583	400	852	1110	675	422	1161	1130	553	1646	1402
ENSGALG00000010618	870	768	1348	1263	1329	881	1524	1575	1002	991	1598
ENSGALG00000010620	670	629	1061	939	871	422	1055	1077	532	1468	1402
ENSGALG00000010621	2203	2034	3046	2595	2850	2116	2669	2886	1910	2370	2006
ENSGALG00000010624	2942	2627	3407	2336	2880	1974	2123	2175	1666	3528	2704
ENSGALG00000010625	34	3	72	44	78	2	22	10	18	27	27
ENSGALG00000050922	0	4	0	8	0	0	12	1	1	0	0
ENSGALG00000010630	6028	6383	4083	5749	6834	4653	5065	5004	4239	4128	4329
ENSGALG00000025394	0	2	0	1	1	0	6	0	0	1	0
ENSGALG00000010635	58	116	37	101	50	6	90	22	14	108	56
ENSGALG00000010641	899	857	2265	1773	1172	979	1734	1702	883	2429	2120
ENSGALG00000052040	2	13	3	10	0	0	17	9	5	8	9
ENSGALG00000041906	27	41	18	6	3	0	50	4	16	3	7
ENSGALG00000010649	245	373	229	323	351	178	389	235	165	302	228
ENSGALG00000010651	411	295	763	460	390	160	468	591	243	676	520
ENSGALG00000010653	189	121	272	243	224	217	194	157	101	228	200
ENSGALG00000010664	101	277	39	120	101	210	263	110	294	320	317
ENSGALG00000028017	89	90	104	157	115	82	68	73	22	33	45
ENSGALG00000010671	5985	5392	5789	6345	6911	6347	8338	7069	4526	10364	7936
ENSGALG00000027440	1511	1602	2904	2775	2559	2068	2419	2605	1562	1903	2141
ENSGALG00000047386	18	20	34	17	43	26	36	18	2	21	16
ENSGALG00000010678	1507	1451	1849	2270	1608	1316	2593	2633	1225	2747	3115
ENSGALG00000054084	31	56	39	36	24	32	52	43	0	35	24
ENSGALG00000010691	41	37	3	68	11	0	63	33	30	22	32
ENSGALG00000010702	2358	2542	3855	3980	3728	2926	3980	3965	1736	4159	3277
ENSGALG00000042881	9	15	0	5	2	0	0	0	0	0	3
ENSGALG00000010705	530	797	366	896	853	998	1446	881	871	364	568
ENSGALG00000034081	236	303	128	242	235	79	291	162	81	167	158
ENSGALG00000010713	553	429	681	703	777	606	795	695	371	883	945
ENSGALG00000010733	1913	1976	1914	2804	2765	1203	2860	2490	911	2570	1762
ENSGALG00000049969	43	24	52	67	66	29	39	62	44	70	37
ENSGALG00000050221	3	7	0	6	7	4	4	2	2	0	5
ENSGALG00000010737	894	920	379	594	1801	1168	1527	895	321	86	157
ENSGALG00000054356	1	5	4	1	1	2	2	0	6	3	4
ENSGALG00000054463	121	105	57	137	316	272	349	226	77	87	43
ENSGALG00000025575	0	0	2	5	0	0	2	0	0	0	0
ENSGALG00000051418	10	28	0	2	39	12	19	13	0	18	1
ENSGALG00000010741	28	9	42	28	36	50	79	86	14	86	50
ENSGALG00000048653	102	130	215	243	106	125	165	191	32	159	128
ENSGALG00000010748	1625	1392	2957	2134	1768	1318	1966	2194	580	2020	2223
ENSGALG00000030930	201	286	149	535	369	417	429	634	315	257	284
ENSGALG00000010760	3	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010762	0	9	25	0	5	2	5	4	0	12	4
ENSGALG00000010768	56	31	154	53	20	6	64	38	49	119	70
ENSGALG00000039772	0	1	0	4	2	2	0	0	7	1	15
ENSGALG00000055021	19	65	8	21	1	51	2	0	313	249	241
ENSGALG00000031427	2764	2869	1375	2191	2980	2422	1782	1739	260	160	216
ENSGALG00000049522	3	0	0	0	1	1	0	0	13	0	0
ENSGALG00000010778	11	10	0	2	0	4	39	0	0	20	6
ENSGALG00000048476	4	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049818	0	1	0	0	0	0	0	1	0	0	0
ENSGALG00000047784	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000047013	0	10	0	0	0	0	0	0	0	0	1
ENSGALG00000052508	0	0	0	0	0	0	0	0	0	2	0
ENSGALG00000054603	0	11	1	18	1	1	1	1	10	0	0
ENSGALG00000010812	252	512	95	234	124	140	225	67	347	349	307
ENSGALG00000047885	0	0	0	0	1	0	0	0	0	0	0
ENSGALG00000051537	5	9	0	6	13	0	4	2	17	5	1
ENSGALG00000049829	9	17	0	7	4	0	12	0	11	8	4
ENSGALG00000014464	445	618	262	494	532	521	316	293	383	105	180
ENSGALG00000014463	164	463	193	352	455	185	255	239	1073	430	385
ENSGALG00000051378	1049	1185	315	491	1119	683	529	499	289	153	508
ENSGALG00000032799	1033	1100	2488	2405	1459	1734	1949	1917	1049	2238	1915
ENSGALG00000014371	978	1410	2050	1995	2190	2258	2038	3152	1495	979	1647
ENSGALG00000031763	286	187	257	344	339	336	286	395	86	155	178
ENSGALG00000040000	164	63	68	76	131	113	95	121	94	182	231
ENSGALG00000010843	93	88	90	89	147	93	100	94	155	123	101
ENSGALG00000042079	887	682	303	816	533	457	630	548	351	239	342
ENSGALG00000048321	475	533	503	564	346	374	734	351	265	367	457
ENSGALG00000050481	70	92	42	11	68	15	66	65	17	24	26
ENSGALG00000032840	190	161	164	153	154	146	129	158	82	68	123
ENSGALG00000010986	62	160	148	133	69	73	58	52	2	22	17
ENSGALG00000013952	836	780	1291	1288	1035	746	1043	1166	612	1305	1218
ENSGALG00000013950	260	320	242	211	291	171	229	284	263	314	220
ENSGALG00000042853	1345	1599	2703	2887	1610	1846	1850	2606	1433	1423	1961
ENSGALG00000034003	1200	1540	961	1458	1532	1061	1788	1436	1037	2067	1385
ENSGALG00000029915	184	197	230	221	313	337	230	247	201	364	285
ENSGALG00000048698	558	582	1284	1130	782	703	1058	1199	622	2235	1594
ENSGALG00000035299	1757	1467	3715	2755	2038	1565	2463	2759	1182	3477	2223
ENSGALG00000025517	0	2	6	9	7	2	4	3	5	1	0
ENSGALG00000033206	250	296	392	579	393	296	450	366	258	607	538
ENSGALG00000031361	23	41	14	62	5	0	0	40	61	48	45
ENSGALG00000052212	13	20	10	12	11	1	5	17	3	5	28
ENSGALG00000053696	3	0	1	0	2	0	10	11	1	0	2
ENSGALG00000050934	5	0	0	0	0	0	2	2	20	0	9
ENSGALG00000052326	17	19	21	40	23	15	31	35	16	74	39
ENSGALG00000044686	0	0	0	4	0	0	7	1	12	0	0
ENSGALG00000052054	0	1	0	6	3	0	0	0	0	1	3
ENSGALG00000042619	0	6	0	0	0	0	3	0	0	3	0
ENSGALG00000011000	457	560	559	905	504	305	652	753	472	1326	1420
ENSGALG00000030590	315	374	867	802	560	339	752	710	387	841	716
ENSGALG00000011003	1	4	38	16	2	29	15	17	49	146	167
ENSGALG00000053741	0	0	0	0	0	0	8	23	0	10	5
ENSGALG00000011005	323	217	177	284	319	200	392	314	239	427	237
ENSGALG00000054282	2	2	0	0	1	2	0	1	0	0	0
ENSGALG00000011008	331	352	373	465	355	244	490	374	179	410	411
ENSGALG00000011013	646	735	342	501	521	393	393	285	190	258	271
ENSGALG00000017923	2	5	0	6	0	4	7	4	0	0	4
ENSGALG00000053073	1394	1680	2824	2700	1824	1438	2469	2481	1692	2496	2383
ENSGALG00000048291	22	23	25	39	22	34	41	29	32	37	39
ENSGALG00000050186	16	13	8	17	20	42	35	21	27	20	21
ENSGALG00000049034	70	60	124	142	75	18	84	73	34	115	125
ENSGALG00000053104	14	8	0	20	6	17	2	17	1	11	35
ENSGALG00000037506	678	947	514	845	987	409	919	636	935	1105	842
ENSGALG00000050724	4	0	0	0	0	0	0	0	0	2	0
ENSGALG00000052272	0	0	0	2	1	0	1	0	0	0	0
ENSGALG00000039349	279	302	143	355	238	110	437	309	212	342	346
ENSGALG00000037177	3001	3051	3624	4163	3646	4013	2775	4437	3063	2116	3205
ENSGALG00000041422	3776	3525	5248	5512	3088	2522	4631	4072	2084	5064	3946
ENSGALG00000011065	292	363	688	640	359	254	570	892	146	330	478
ENSGALG00000043280	80	107	163	194	101	29	309	221	51	365	188
ENSGALG00000025738	12869	13036	15243	28247	22198	12340	27651	31736	14084	17716	28974
ENSGALG00000048661	0	0	0	0	0	0	0	0	0	2	0
ENSGALG00000033288	1	7	0	0	1	0	0	0	0	1	0
ENSGALG00000051223	15	3	17	12	0	0	2	15	8	0	1
ENSGALG00000043657	1	6	21	20	3	0	8	3	0	1	1
ENSGALG00000036218	1775	1539	1582	1959	1379	1044	850	1037	1267	1474	1559
ENSGALG00000011084	24	30	49	28	46	17	60	47	26	60	65
ENSGALG00000050635	32	95	28	31	10	18	24	18	35	75	28
ENSGALG00000011086	313	436	301	261	553	439	535	389	1342	1025	1386
ENSGALG00000011091	803	841	1304	1036	821	753	1133	973	583	1279	1159
ENSGALG00000011096	113	140	267	244	144	149	347	255	283	476	237
ENSGALG00000011098	573	402	844	943	615	583	1122	1011	515	1129	968
ENSGALG00000011101	714	997	843	794	891	715	963	882	691	425	390
ENSGALG00000025841	10	14	3	4	1	1	14	2	2	14	2
ENSGALG00000011106	560	427	658	426	282	166	324	291	153	354	367
ENSGALG00000011111	14	36	48	24	35	4	51	42	4	43	66
ENSGALG00000053087	1	0	0	0	0	1	0	0	1	0	0
ENSGALG00000011114	1326	1585	1774	1498	2394	2004	1598	2085	1940	1475	1402
ENSGALG00000011117	35	46	72	54	16	208	85	49	143	16	104
ENSGALG00000011136	5	1	2	5	0	0	7	28	11	16	5
ENSGALG00000026600	72	128	148	190	50	71	182	151	187	167	227
ENSGALG00000049155	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000032780	483	446	414	375	522	337	299	323	199	314	349
ENSGALG00000011155	577	783	768	639	1212	1307	890	973	934	534	370
ENSGALG00000043572	1753	1393	3589	2927	1476	1108	2582	2560	790	4104	2917
ENSGALG00000050331	5	1	0	3	6	0	0	2	1	2	1
ENSGALG00000030960	0	11	2	1	10	1	4	1	0	2	7
ENSGALG00000044278	54	82	140	89	100	54	158	72	59	266	115
ENSGALG00000011169	893	788	902	610	963	722	754	650	860	1302	867
ENSGALG00000011171	1344	1248	2025	2149	1916	1500	2033	2409	1359	1495	1662
