Gene_ID	NC_8ss_rep1	NC_8ss_rep2	NC_8ss_rep3	NC_8ss_rep4	NC_5ss_rep1	NC_5ss_rep2	NC_5ss_rep3	NC_5ss_rep4	Neg_rep1	Neg_rep2	Neg_rep3
ENSGALG00000001429	3125	3178	4990	5078	4086	3230	4085	5328	2808	4861	4961
ENSGALG00000001416	0	0	0	0	0	0	2	0	20	0	12
ENSGALG00000047417	3	0	0	6	0	0	14	0	0	1	0
ENSGALG00000001409	16	3	2	44	32	17	15	24	6	0	10
ENSGALG00000050749	0	0	0	0	0	1	0	0	0	9	0
ENSGALG00000038627	1124	1066	840	1067	1616	1336	1016	979	719	790	765
ENSGALG00000001383	1	5	0	4	1	18	2	24	22	18	3
ENSGALG00000021908	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000033411	0	0	0	0	0	0	0	0	0	0	2
ENSGALG00000001239	74	95	56	67	3	46	105	45	35	93	38
ENSGALG00000048671	34	67	76	23	89	132	164	115	149	119	82
ENSGALG00000001206	51	12	51	9	31	19	17	7	30	49	84
ENSGALG00000043389	11	4	0	1	1	2	8	0	5	1	10
ENSGALG00000039652	0	0	0	3	11	0	0	0	0	3	5
ENSGALG00000052972	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000001364	2196	2126	3378	3246	2801	1682	4107	4074	1957	5017	4243
ENSGALG00000050950	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047711	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000021471	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000040340	0	28	41	12	29	18	90	52	25	166	53
ENSGALG00000050577	128	227	210	101	191	165	143	136	161	156	139
ENSGALG00000039628	20	27	29	74	71	64	57	182	308	506	349
ENSGALG00000002790	6	12	3	6	8	13	5	4	26	7	16
ENSGALG00000051897	10	38	2	16	2	10	15	20	13	17	29
ENSGALG00000049018	19	19	0	6	29	3	2	7	0	9	10
ENSGALG00000040035	10	2	4	19	0	1	0	1	36	42	23
ENSGALG00000052792	0	0	0	0	0	0	0	0	2	2	0
ENSGALG00000037395	319	301	756	520	322	300	559	504	355	1172	848
ENSGALG00000002816	5	138	183	201	223	250	165	220	420	371	240
ENSGALG00000002831	232	317	240	207	217	109	218	155	81	218	145
ENSGALG00000028760	0	0	0	0	4	3	0	0	3	0	0
ENSGALG00000002846	11	4	0	10	3	0	14	11	8	9	43
ENSGALG00000040360	66	126	478	313	133	139	486	407	437	908	1150
ENSGALG00000025955	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002863	1034	967	2265	2303	1293	1108	2157	2485	872	1683	2359
ENSGALG00000002868	25616	28706	67131	56389	34567	24726	44111	51519	26937	79697	47383
ENSGALG00000049287	757	885	1795	1430	1178	869	1356	1281	1133	1759	1976
ENSGALG00000002878	747	674	630	1042	789	944	1119	867	711	1042	808
ENSGALG00000002882	301	573	697	431	838	695	646	665	517	383	595
ENSGALG00000002886	3	3	17	14	4	8	14	20	35	384	337
ENSGALG00000002893	88	79	166	182	75	74	324	206	100	370	246
ENSGALG00000039995	1081	920	1963	1518	1547	693	1481	1465	715	2234	1334
ENSGALG00000054803	2	2	0	0	0	0	2	1	0	0	1
ENSGALG00000036828	11	8	0	12	4	0	0	1	0	5	5
ENSGALG00000033512	80	90	24	38	76	154	65	23	25	21	27
ENSGALG00000055116	11	15	12	9	2	5	36	9	0	0	1
ENSGALG00000053715	13	13	0	47	4	0	15	19	0	19	31
ENSGALG00000028602	667	621	1274	1148	1164	967	1545	1216	28	194	242
ENSGALG00000029560	3	3	0	5	4	5	3	1	0	1	0
ENSGALG00000038848	68	68	178	296	99	166	468	187	79	516	366
ENSGALG00000036075	0	0	0	0	0	0	0	0	7	40	9
ENSGALG00000050144	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048296	0	0	1	0	0	1	0	0	0	0	0
ENSGALG00000047261	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054274	0	0	0	0	9	0	0	0	0	0	0
ENSGALG00000033956	435	413	2199	2260	783	474	1481	1878	277	637	689
ENSGALG00000039698	5	21	92	0	1	15	26	0	26	3	34
ENSGALG00000035030	3116	4090	3541	3700	5974	6150	4505	4784	5017	3083	4053
ENSGALG00000037646	1467	1950	1729	1273	2925	2352	1844	1644	2283	2396	2070
ENSGALG00000033666	404	387	396	345	212	573	364	387	466	1203	1095
ENSGALG00000041754	39	18	22	41	52	35	30	47	22	75	55
ENSGALG00000032145	143	95	472	525	145	117	362	395	98	882	575
ENSGALG00000033232	417	290	1066	557	373	235	615	716	294	1452	914
ENSGALG00000003134	0	6	0	0	3	7	18	5	4	8	5
ENSGALG00000003113	109	76	117	92	94	75	77	85	96	130	68
ENSGALG00000003075	1	2	0	0	1	0	0	2	1	2	1
ENSGALG00000035457	6	0	5	0	0	0	0	0	1	6	3
ENSGALG00000014054	37	57	57	19	94	125	99	35	92	34	16
ENSGALG00000041981	2	5	13	10	3	0	10	25	2	18	22
ENSGALG00000033405	13	31	12	5	41	42	21	46	22	91	33
ENSGALG00000026159	248	351	364	180	424	201	467	384	383	1037	612
ENSGALG00000026914	0	0	0	0	0	0	3	0	1	0	0
ENSGALG00000042994	341	362	99	116	390	723	340	169	461	555	350
ENSGALG00000040787	103	104	26	55	69	91	110	77	67	130	62
ENSGALG00000053025	7	11	8	7	3	4	3	19	1	12	12
ENSGALG00000046263	1	1	0	0	0	0	1	0	1	2	0
ENSGALG00000002990	1410	1116	3270	2466	1629	1445	2112	2240	923	4368	2078
ENSGALG00000002984	40	59	244	164	91	67	103	162	64	239	229
ENSGALG00000002971	2432	2825	1108	1486	3107	922	2666	1422	602	1273	1015
ENSGALG00000028543	115	46	46	68	115	93	53	71	137	311	149
ENSGALG00000001144	219	261	166	99	253	262	258	130	192	157	141
ENSGALG00000001158	362	388	121	123	457	171	57	88	165	105	44
ENSGALG00000027287	23	29	12	7	31	33	33	19	27	29	26
ENSGALG00000018998	2	5	0	1	2	1	1	1	1	0	0
ENSGALG00000026037	1	0	0	0	0	0	2	0	1	1	2
ENSGALG00000021542	1	12	14	28	29	100	41	16	10	98	43
ENSGALG00000044643	1	2	0	0	1	1	0	3	1	0	0
ENSGALG00000003285	12	37	0	7	1	6	13	5	1	13	8
ENSGALG00000034252	2	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026443	7	17	5	17	18	13	21	7	11	17	16
ENSGALG00000003331	4417	3946	5313	4379	6004	7362	5564	5901	6473	5480	5904
ENSGALG00000003344	914	1002	1446	1028	1124	1024	1249	1259	925	3320	1857
ENSGALG00000003348	10	26	86	81	17	44	83	65	36	270	114
ENSGALG00000003355	1862	1766	5392	4056	2587	1800	2411	3274	1354	2934	2705
ENSGALG00000003360	11	5	72	15	1	30	19	46	41	151	69
ENSGALG00000003370	530	664	1549	1266	806	554	1450	1220	530	1993	1418
ENSGALG00000003377	129	157	170	205	105	134	492	391	161	464	413
ENSGALG00000024172	52	125	218	161	114	153	199	374	39	560	595
ENSGALG00000027920	9	5	2	2	1	11	1	4	1	19	12
ENSGALG00000033332	7	10	16	1	2	20	8	3	11	13	25
ENSGALG00000024171	1	0	2	2	4	0	12	0	1	22	4
ENSGALG00000054745	9	26	0	49	27	14	22	52	12	9	16
ENSGALG00000055041	0	0	0	2	0	0	0	4	1	8	1
ENSGALG00000044388	8	12	14	25	41	5	16	24	23	10	25
ENSGALG00000031496	34	41	200	89	71	52	43	98	239	247	216
ENSGALG00000003512	0	0	0	12	0	0	0	0	1	5	0
ENSGALG00000045520	2	5	10	9	7	0	17	14	210	426	391
ENSGALG00000032567	0	4	0	0	0	0	0	0	34	62	34
ENSGALG00000003672	1032	1499	2662	2470	1969	2073	2491	3234	1779	1938	2727
ENSGALG00000003691	256	288	243	365	394	358	620	372	373	241	241
ENSGALG00000003699	450	561	262	280	450	155	294	193	501	668	373
ENSGALG00000048356	12	5	2	19	0	0	20	0	6	10	1
ENSGALG00000047523	0	0	2	17	0	0	8	0	6	7	6
ENSGALG00000003702	1845	1408	1881	2268	2441	1895	2689	2787	1886	3549	3930
ENSGALG00000051396	19	6	26	52	35	35	34	61	0	75	51
ENSGALG00000038954	21	30	39	54	37	16	26	54	10	51	23
ENSGALG00000003722	792	529	3097	2673	1110	642	2432	3192	736	2007	2106
ENSGALG00000052374	0	0	0	0	0	0	0	0	13	14	5
ENSGALG00000003744	7	1	0	11	52	46	28	15	151	34	12
ENSGALG00000039687	0	0	0	3	1	0	2	0	0	1	2
ENSGALG00000003818	120	167	55	62	138	78	63	82	28	64	66
ENSGALG00000038576	12	1	0	31	9	0	16	17	6	10	38
ENSGALG00000052571	0	0	0	0	9	0	0	0	0	1	1
ENSGALG00000052624	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000003857	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000017362	2	22	10	6	0	27	7	13	4	10	43
ENSGALG00000003870	1324	1354	3652	3298	1984	1293	2399	3649	1815	2231	2863
ENSGALG00000003876	6	25	30	18	11	21	31	17	23	15	11
ENSGALG00000003886	41	54	27	33	55	20	33	18	16	15	29
ENSGALG00000047972	1	11	8	7	15	3	0	2	10	5	3
ENSGALG00000003919	1428	2016	2377	2871	2140	1603	2102	2578	1663	1907	2104
ENSGALG00000003937	2316	2428	3298	3762	2612	1933	4116	3917	1275	2123	2297
ENSGALG00000003950	1717	1375	2791	3091	2266	2024	2917	2955	1881	3086	2791
ENSGALG00000003972	1700	1363	1748	1520	1998	2173	1355	1270	1664	2898	1550
ENSGALG00000040109	2000	2075	1188	1537	1987	1925	1896	1479	1128	2091	1335
ENSGALG00000035104	0	0	0	0	5	2	0	0	0	7	8
ENSGALG00000025181	14	21	57	57	24	41	48	59	21	60	83
ENSGALG00000028994	63	51	21	26	80	19	60	55	16	40	29
ENSGALG00000004033	44	63	23	73	33	56	68	43	12	20	15
ENSGALG00000004040	1569	2073	1649	1619	3181	3861	2279	2047	3701	1995	2109
ENSGALG00000004068	785	808	806	776	868	1028	960	1156	718	785	624
ENSGALG00000004078	7	15	0	9	0	34	12	5	5	10	3
ENSGALG00000049750	4	3	0	1	2	0	0	0	0	0	0
ENSGALG00000004083	662	972	287	471	766	690	338	282	273	104	95
ENSGALG00000049934	66	180	97	290	91	104	71	55	2	3	10
ENSGALG00000047544	33	45	61	111	158	116	180	70	4	7	3
ENSGALG00000004101	36	36	25	5	192	113	137	38	0	13	12
ENSGALG00000050365	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050732	45	38	12	43	91	40	109	42	10	8	9
ENSGALG00000004134	70	40	35	70	57	16	74	29	4	26	20
ENSGALG00000004160	10712	12029	10982	8716	20131	32983	10715	9063	17392	7994	7082
ENSGALG00000004176	1709	2297	3809	3212	2360	1829	2822	3081	2664	5094	3848
ENSGALG00000033148	121	131	55	163	98	192	100	97	165	201	158
ENSGALG00000004184	11573	15614	11506	11435	21358	23481	18657	21360	33902	16549	23514
ENSGALG00000004320	19	16	24	2	40	13	18	16	38	42	37
ENSGALG00000038582	350	370	312	353	598	368	334	449	417	644	406
ENSGALG00000027534	1405	1635	2590	2836	2594	1634	3955	3159	1892	7721	5592
ENSGALG00000004360	0	0	0	0	0	4	2	0	0	0	3
ENSGALG00000004357	33	59	4	18	86	445	77	35	336	92	46
ENSGALG00000004496	171	310	198	185	428	354	272	211	303	529	351
ENSGALG00000004521	0	1	8	0	13	3	13	6	7	49	71
ENSGALG00000038133	15	99	395	276	134	76	209	193	175	542	489
ENSGALG00000004534	915	1304	576	571	1915	2581	1001	1037	1848	559	669
ENSGALG00000004555	1378	1816	2856	1991	2217	2337	2498	2229	1825	3960	6305
ENSGALG00000053130	0	7	0	0	7	0	0	0	6	6	7
ENSGALG00000027330	4	30	19	36	27	37	22	8	33	30	35
ENSGALG00000004581	101	79	86	93	152	167	233	113	167	119	128
ENSGALG00000004588	23080	28065	70525	59776	32202	22845	50098	52733	25756	87020	58878
ENSGALG00000004594	495	592	662	558	803	764	926	607	652	710	860
ENSGALG00000005535	4841	4567	5252	5762	5554	5802	6699	4934	3701	7665	4980
ENSGALG00000005616	4	2	1	2	0	16	0	0	1	0	4
ENSGALG00000005621	1	16	0	27	26	1	23	6	17	32	9
ENSGALG00000005672	2	1	1	1	2	0	0	7	5	4	2
ENSGALG00000005679	0	1	0	1	0	0	0	0	0	8	37
ENSGALG00000030613	29	36	31	11	18	20	35	21	73	157	92
ENSGALG00000005725	20	119	78	42	28	50	82	71	23	132	134
ENSGALG00000005770	278	254	148	148	289	265	232	154	219	96	159
ENSGALG00000021303	29	1	2	0	1	0	0	0	73	74	103
ENSGALG00000021301	8	1	1	0	13	33	0	2	12	0	1
ENSGALG00000005802	98	144	131	126	228	131	239	662	1165	1707	880
ENSGALG00000005820	533	474	1008	838	749	332	736	951	384	1237	760
ENSGALG00000005856	825	853	367	476	1219	594	679	570	412	285	303
ENSGALG00000035476	677	507	988	885	719	611	693	1009	655	960	924
ENSGALG00000035804	179	151	435	320	305	155	410	446	238	963	688
ENSGALG00000047847	14	20	10	11	16	5	25	24	6	10	10
ENSGALG00000005924	54	79	66	69	83	46	82	66	26	109	56
ENSGALG00000021275	0	0	0	8	5	2	0	0	0	2	9
ENSGALG00000005929	207	322	110	195	332	187	428	121	146	220	203
ENSGALG00000032148	10906	11136	6692	8427	13098	10449	12057	9440	5799	8606	6789
ENSGALG00000011450	0	17	0	11	1	25	26	26	22	5	10
ENSGALG00000031120	32398	40361	32931	38256	65589	72117	35906	45263	52060	32707	32754
ENSGALG00000005961	4317	4509	8940	7783	6658	4654	8063	9266	6200	6918	7481
ENSGALG00000029706	1969	2382	2537	2775	3547	2759	3191	3069	2394	2637	2555
ENSGALG00000032974	17	58	21	28	14	64	20	36	9	21	14
ENSGALG00000034305	0	2	1	0	0	0	0	1	0	0	0
ENSGALG00000047174	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000034316	1826	1653	1127	1128	1881	1347	1756	1660	1366	2078	1964
ENSGALG00000049999	0	0	1	0	1	1	0	0	8	0	5
ENSGALG00000048778	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000039705	6410	5825	6981	8336	4726	5423	3358	4516	3616	2830	4365
ENSGALG00000039099	405	352	443	511	329	275	397	309	264	1071	589
ENSGALG00000051878	1	13	6	5	11	1	9	0	2	49	23
ENSGALG00000052237	39	10	0	1	24	17	0	9	10	49	92
ENSGALG00000046737	4	3	11	4	0	0	0	0	0	6	4
ENSGALG00000006076	93	75	25	52	32	28	44	90	127	250	235
ENSGALG00000006057	2181	2171	2779	3081	2418	2807	2483	2942	2321	2100	3202
ENSGALG00000049701	5	6	0	0	27	0	0	2	12	17	19
ENSGALG00000006708	31	55	18	23	38	26	13	10	89	78	56
ENSGALG00000014381	5364	4841	8996	8146	6681	5162	7762	8392	3984	15020	9772
ENSGALG00000023920	475	429	256	375	253	104	337	347	156	289	235
ENSGALG00000047020	31	50	53	92	33	42	76	106	155	282	268
ENSGALG00000043569	51	12	8	186	51	90	177	98	128	70	105
ENSGALG00000037494	0	0	0	23	31	20	41	41	35	27	9
ENSGALG00000047591	1086	1176	1416	1364	1059	468	734	839	385	572	659
ENSGALG00000041706	424	491	296	336	534	274	547	436	328	390	485
ENSGALG00000006120	115	183	224	268	284	512	346	452	201	210	320
ENSGALG00000031826	16	23	1	19	6	10	32	66	160	91	71
ENSGALG00000021235	0	2	0	1	1	0	19	0	3	5	3
ENSGALG00000006160	5	1	0	1	2	5	7	0	0	11	3
ENSGALG00000039124	213	184	318	292	412	450	554	435	224	392	434
ENSGALG00000006258	153	391	94	258	379	198	429	406	1181	1045	1112
ENSGALG00000049354	37	20	10	13	1	19	22	8	74	44	65
ENSGALG00000051705	0	0	0	1	0	0	0	0	1	1	1
ENSGALG00000050339	0	2	0	1	0	0	0	0	0	0	0
ENSGALG00000006297	5	45	0	28	26	5	36	9	21	22	41
ENSGALG00000051104	7	50	21	41	12	106	182	43	52	122	154
ENSGALG00000006309	3590	3771	4237	5255	4538	3410	4805	4969	3770	5938	6138
ENSGALG00000051233	0	1	0	0	0	0	1	1	5	3	0
ENSGALG00000051802	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000029429	461	404	481	489	1261	670	778	1696	2120	4240	3387
ENSGALG00000006323	14	10	0	5	21	10	10	2	0	0	1
ENSGALG00000006327	265	280	567	212	390	393	440	416	221	467	392
ENSGALG00000006329	0	0	1	0	2	0	1	0	0	1	2
ENSGALG00000051859	2	0	17	10	0	0	3	1	1	0	5
ENSGALG00000006341	0	24	0	8	15	14	16	20	0	4	0
ENSGALG00000049615	0	1	0	0	1	3	2	7	0	0	0
ENSGALG00000053609	2	3	0	4	1	1	0	4	0	1	0
ENSGALG00000006346	640	1361	1006	2233	1085	1041	2396	1617	808	442	639
ENSGALG00000029692	1	1	5	1	0	1	0	0	1	0	0
ENSGALG00000048757	1	0	0	0	0	0	0	0	0	0	0
ENSGALG00000040141	628	572	810	1298	824	403	854	852	482	1537	1037
ENSGALG00000053294	8	9	25	34	19	64	72	52	48	155	201
ENSGALG00000053414	5	17	2	0	0	0	5	1	1	8	0
ENSGALG00000039105	0	1	29	4	1	0	2	2	2	8	3
ENSGALG00000030237	59	132	118	75	224	141	257	142	79	180	159
ENSGALG00000006367	300	322	574	481	528	398	641	627	308	897	591
ENSGALG00000039781	89	104	414	259	170	84	304	219	127	593	341
ENSGALG00000006371	522	843	616	1194	910	618	1506	1112	777	1880	1315
ENSGALG00000006404	4550	4316	3846	5425	5456	4883	4281	4794	3373	4338	4506
ENSGALG00000006411	157	167	308	372	185	140	571	505	130	560	443
ENSGALG00000006417	1595	1971	2695	2805	2714	2261	2995	2742	1598	2821	2512
ENSGALG00000038753	763	820	1759	1637	1354	834	1398	1675	994	1366	1363
ENSGALG00000006424	57	36	17	20	19	23	35	18	25	65	30
ENSGALG00000032664	975	950	1948	1376	1349	1351	1535	1594	1306	1658	1734
ENSGALG00000006462	4263	3747	6303	6340	5495	5048	5695	5983	4274	6540	6931
ENSGALG00000006474	12230	13603	25073	27221	20760	16588	25064	28835	19031	20042	28862
ENSGALG00000006480	13	41	27	40	38	24	78	47	31	56	35
ENSGALG00000049764	0	3	2	3	1	0	27	9	0	7	7
ENSGALG00000006503	236	276	523	442	122	140	209	134	157	216	310
ENSGALG00000006506	1161	964	2268	1806	1318	696	1714	1791	687	2533	1761
ENSGALG00000031487	542	411	220	688	720	479	1169	546	750	990	1040
ENSGALG00000029896	738	951	457	579	832	345	700	462	588	524	477
ENSGALG00000041847	22	89	67	98	57	111	76	63	52	141	103
ENSGALG00000017462	462	422	247	277	263	31	238	158	74	219	151
ENSGALG00000044678	45	29	58	5	33	10	16	23	48	51	56
ENSGALG00000006644	699	962	367	305	1133	973	375	425	294	172	104
ENSGALG00000006653	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000021113	0	0	0	0	0	1	0	0	0	0	1
ENSGALG00000037851	0	0	0	0	0	0	0	1	0	3	0
ENSGALG00000006677	292	279	564	259	365	378	235	299	245	413	352
ENSGALG00000039872	61	82	111	61	36	52	154	128	35	130	67
ENSGALG00000035026	12	57	40	53	120	79	70	42	78	46	46
ENSGALG00000036920	76	42	53	49	80	68	81	19	43	29	26
ENSGALG00000028783	0	0	0	2	2	0	1	0	0	0	5
ENSGALG00000042587	111	69	85	63	37	52	49	84	168	52	99
ENSGALG00000006785	152	141	282	296	219	187	190	502	324	380	565
ENSGALG00000023822	0	0	0	0	0	0	0	0	1	2	0
ENSGALG00000006794	3177	3586	3448	5047	4337	3445	3810	3977	2430	2919	2983
ENSGALG00000054614	7	8	2	5	8	4	5	5	1	3	1
ENSGALG00000006801	0	1	0	0	0	0	1	0	0	0	0
ENSGALG00000006827	0	4	6	0	4	3	4	8	0	1	0
ENSGALG00000006860	1826	2588	1086	1728	3794	2748	2797	2453	1576	793	668
ENSGALG00000023812	139	145	126	111	108	121	160	140	86	76	54
ENSGALG00000034187	406	554	666	646	706	366	806	572	344	829	660
ENSGALG00000040802	1	2	29	14	5	3	20	14	1	38	33
ENSGALG00000007080	49	202	32	165	183	457	193	79	607	306	331
ENSGALG00000050243	0	1	0	0	0	0	2	0	1	0	2
ENSGALG00000028407	0	2	39	14	18	0	0	0	0	2	0
ENSGALG00000028302	5631	5388	11651	10268	8249	5770	10107	12450	6103	15815	12880
ENSGALG00000050506	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048876	14	26	16	8	19	0	12	22	6	23	36
ENSGALG00000030147	1188	1135	782	699	815	662	995	752	520	741	645
ENSGALG00000036666	1597	1400	2082	2715	2012	2026	1653	2086	1447	2031	2194
ENSGALG00000042338	2	1	14	0	6	3	20	1	0	9	23
ENSGALG00000040882	4560	5080	7752	8267	5580	4879	6782	7011	3751	6964	6828
ENSGALG00000043085	525	494	1127	1093	511	244	681	985	426	1047	1015
ENSGALG00000040594	1593	1997	2391	1761	2145	1831	1138	1598	2706	1662	1571
ENSGALG00000043744	881	947	1625	1154	1255	1077	1417	1430	1350	3199	1727
ENSGALG00000033012	0	8	0	11	1	2	4	1	4	5	5
ENSGALG00000031255	14	24	19	6	4	24	20	19	9	10	1
ENSGALG00000033938	81	167	139	117	166	112	184	108	78	259	208
ENSGALG00000032992	79	102	21	37	47	17	69	52	44	177	82
ENSGALG00000028586	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000032774	0	0	0	0	1	0	0	0	1	1	0
ENSGALG00000054485	1	1	0	0	0	20	0	5	27	18	4
ENSGALG00000007404	297	229	401	346	393	193	327	373	258	1009	594
ENSGALG00000037523	1	9	0	1	15	19	14	8	6	41	25
ENSGALG00000012322	2	4	0	0	3	0	1	0	0	1	12
ENSGALG00000049639	0	0	0	0	0	0	0	0	0	4	0
ENSGALG00000054654	0	0	0	0	0	1	0	0	1	0	1
ENSGALG00000052007	0	11	15	30	29	6	42	52	18	65	35
ENSGALG00000045847	0	0	0	0	0	0	5	0	0	0	0
ENSGALG00000043904	0	0	1	2	1	2	0	0	0	0	0
ENSGALG00000007494	4019	5176	3585	4862	5467	6131	4663	4550	5120	3893	3631
ENSGALG00000007516	1123	1215	594	808	957	702	912	837	284	496	399
ENSGALG00000043334	0	0	0	0	1	1	0	0	0	0	0
ENSGALG00000007528	4627	4227	3847	5081	4965	2693	5131	4232	2066	6479	4929
ENSGALG00000007565	7	43	121	41	136	50	106	134	36	116	70
ENSGALG00000025295	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000029195	94	155	93	173	206	185	220	240	83	117	141
ENSGALG00000007582	396	677	738	608	885	617	1075	924	522	1087	832
ENSGALG00000048631	40	8	54	6	15	24	41	49	14	26	42
ENSGALG00000007593	1334	1874	677	1155	2723	1240	2019	1723	606	794	704
ENSGALG00000007610	550	457	1303	1444	866	664	1222	1502	417	1825	1737
ENSGALG00000007620	21	25	26	10	29	24	83	43	6	15	51
ENSGALG00000007642	6976	7095	7691	8993	8677	6977	11614	11516	5975	11357	9863
ENSGALG00000007663	2219	2324	1367	2048	2683	1866	2435	2064	1274	1532	1669
ENSGALG00000017365	1003	924	548	865	786	881	890	765	261	476	414
ENSGALG00000007669	18	38	57	76	11	96	265	76	42	207	355
ENSGALG00000047303	87	128	90	162	148	84	201	215	78	169	97
ENSGALG00000052221	0	6	10	3	6	0	12	3	5	8	16
ENSGALG00000049252	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054936	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054141	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052735	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000030678	32	37	34	38	37	16	23	26	32	39	82
ENSGALG00000034829	590	804	516	843	918	719	903	804	625	638	614
ENSGALG00000040905	1836	1824	2219	2453	2125	1871	2116	2401	1747	2029	2521
ENSGALG00000041989	1735	1950	2261	2695	3182	3413	1975	2311	2097	1532	1534
ENSGALG00000033690	6783	6072	9555	7868	7596	7021	6440	9589	5480	6640	6190
ENSGALG00000039500	3240	3138	4482	4319	4229	3243	4323	4666	2588	4398	5080
ENSGALG00000050024	265	198	405	358	342	324	367	284	157	269	227
ENSGALG00000039855	1290	1051	563	1072	1588	1082	1165	883	1008	789	819
ENSGALG00000040854	1814	2653	2785	3970	3518	2691	3351	3147	2408	1883	2793
ENSGALG00000035799	31	31	54	96	15	21	40	41	2	25	17
ENSGALG00000053454	42	40	38	24	14	23	20	27	8	11	15
ENSGALG00000002981	850	771	580	619	907	1280	626	785	683	386	569
ENSGALG00000052117	200	123	384	399	351	352	216	302	353	333	363
ENSGALG00000050631	262	352	138	245	315	332	305	251	386	260	347
ENSGALG00000003026	1537	1697	1174	2063	1826	1858	2140	1578	1527	1541	1336
ENSGALG00000027668	0	0	0	3	0	1	5	2	0	2	2
ENSGALG00000021729	2	0	0	0	1	0	0	0	0	0	2
ENSGALG00000021731	8	3	0	8	6	14	26	5	6	2	0
ENSGALG00000047137	79	43	17	46	63	0	60	30	4	20	3
ENSGALG00000003091	1546	1376	1843	2157	2204	2040	2327	2556	1090	2002	2200
ENSGALG00000003111	956	861	854	848	1090	986	1048	1107	464	910	993
ENSGALG00000021314	42	53	49	112	43	42	63	69	24	27	30
ENSGALG00000032684	297	312	203	192	230	179	221	95	43	249	242
ENSGALG00000003143	2693	2479	2435	3151	2493	2362	2713	2305	1958	3274	2491
ENSGALG00000003154	749	791	956	1051	564	600	1015	884	494	897	861
ENSGALG00000028876	753	878	1899	1735	1171	800	1727	1928	1133	1252	2080
ENSGALG00000003217	54	41	3	52	35	3	15	37	29	61	98
ENSGALG00000003378	840	947	777	1429	1126	781	1068	930	612	1328	1106
ENSGALG00000049190	136	126	61	229	161	56	140	112	85	87	112
ENSGALG00000003391	449	552	895	706	472	316	685	670	353	1139	857
ENSGALG00000051639	24	16	45	22	2	18	14	5	2	16	15
ENSGALG00000003400	2308	2113	10807	8724	2954	1942	6457	8335	1748	4845	6003
ENSGALG00000003430	1280	1423	1221	1338	1550	720	1148	1302	868	1102	1039
ENSGALG00000047414	122	177	113	190	96	217	218	115	66	140	103
ENSGALG00000003458	313	414	612	584	531	350	579	731	214	576	441
ENSGALG00000003462	15	20	14	32	34	7	6	7	4	6	5
ENSGALG00000021286	33	46	23	22	30	0	54	33	13	30	28
ENSGALG00000053246	36	40	14	41	1	23	44	35	38	47	34
ENSGALG00000054962	10	12	43	62	6	3	7	2	6	13	19
ENSGALG00000050926	19	29	30	4	31	14	55	45	11	30	32
ENSGALG00000047058	735	778	405	643	751	381	608	376	166	360	412
ENSGALG00000031306	0	0	1	30	3	1	0	5	9	2	1
ENSGALG00000041914	171	151	384	304	223	148	336	383	239	1342	508
ENSGALG00000003507	21	36	11	6	2	55	13	45	20	54	31
ENSGALG00000003548	306	251	524	281	336	252	502	430	277	580	605
ENSGALG00000049485	51	62	11	17	43	70	54	53	14	49	36
ENSGALG00000003562	117	114	217	111	276	22	215	167	63	104	162
ENSGALG00000003569	225	182	375	249	189	212	195	324	129	340	404
ENSGALG00000003596	4955	4802	2939	3763	4817	2827	4316	3149	1844	2724	2286
ENSGALG00000050188	11	22	1	3	32	24	11	3	23	16	8
ENSGALG00000047253	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052791	21	26	12	38	24	6	6	6	9	2	30
ENSGALG00000046755	12	24	1	26	23	42	16	2	25	31	5
ENSGALG00000050196	299	272	93	282	482	382	527	252	293	349	251
ENSGALG00000044794	127	127	38	158	158	152	193	73	92	80	95
ENSGALG00000046907	2	0	0	0	3	0	1	1	0	0	0
ENSGALG00000038768	12	15	30	43	7	19	16	11	35	62	87
ENSGALG00000054628	2	3	3	0	1	4	14	0	2	7	3
ENSGALG00000052931	9	8	4	12	20	0	55	8	131	74	57
ENSGALG00000047810	5	8	9	27	0	1	3	5	0	18	25
